,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
131317,131317,1009780,VeganRenaissance,2019-03-03T13:07:16.000Z,"""censorship is a necessary good to achieve a vegan world"" - vegan renaissance.not a parody account, only feds from the meat industry call me that.",237,93,4888
131789,131789,1092951,GENSTOMPYRASS,2019-05-03T19:20:40.000Z,"ex usn/fmf, world traveler, writer, inventor, recording artist, cartoonist & an opinionated sob & right to attila the hun. a religious free thinker & pro sumerian. racially & culturally selective....dont denigrate mine & i wont piss on yours.>[welcome to america]<israel's largest colonyalso my bumper sticker""welcome to america, the fastest growing 3rd world country on planet earth"".... and where greedy companies make money by accident as they could not do so on purpose.",576,95,67167
131815,131815,107219,LRagoczy,2016-12-07T01:55:15.000Z,"the heart, like the mind, has memory. and in it are kept the most precious keepsakes. lineage to 1620 mass, founding fathers sar #usaf #vietnam #veteran pacificnw erau-ms aero engineer single all veterans welcome the path to enlightenment is as sharp and narrow as a razor's edge",770,378,8287
131853,131853,114930,judenfresser,2016-12-10T09:55:47.000Z,,204,47,10
132071,132071,1002868,Observer64,2019-03-02T01:51:57.000Z,"it is time for the world to choose. liberty or death! those are our only options! there is no in-between there is no safety without liberty, stop being cowards and choose liberty, life and freedom!know this, government is mind control. our obedience is their power. when government has become evil it is our responsibility to disempower it by disobeying it. they are powerless without our obedience, this is how we can change our predicament and purge evil.",236,67,7327
132119,132119,1148736,palewriter,2019-07-01T16:47:50.000Z,"christian, father, grandfather",115,123,472
132630,132630,113648,sunshine703,2016-12-09T21:55:05.000Z,"""censorship is telling a man he can't have a steak just because a baby can't chew it."" - mark twain",916,334,26722
132712,132712,1066485,SchultzB,2019-03-28T20:14:00.000Z,"i'm older than the state of hawaii, we've seen this game before. i believe 100% in president trump, and you never quit...ever. trump 2020/2024 ! set up my gab account march 2019 as my alamo.",229,70,3200
133066,133066,1106809,FullMetalJava,2019-05-14T16:46:59.000Z,we believe great coffee can lead to a greater purpose. we provide support to those who serve and have served our great nation by giving back to veterans and constitutional rights groups and more.,277,382,1192
133363,133363,101862,Shumphrey7180,2016-12-03T20:45:35.000Z,"twitter: @ohioamerican ""the only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion."" - albert camus",969,409,4598
133377,133377,1080048,SnowWhite1488,2019-04-14T03:16:57.000Z,national socialist. happily married mother of 4.#namethejew #exposethenose please don t dm me & be weird.,124,86,283
133378,133378,101060,ellenpai,2016-12-01T21:46:13.000Z,"""you can avoid reality, but you cannot avoid the consequences of avoiding reality. ""- ayn rand",180,47,2811
133609,133609,110537,milkncooks,2016-12-07T15:04:01.000Z,"conspiracy theorists that make house music, obviouslynew music >",551,26,134
133682,133682,108734,Terexen,2016-12-07T06:52:16.000Z,"""when you have strict censorship of the internet, young students cannot receive a full education. their view of the world is imbalanced. there can be no true discussion of the issues."" - ai weiwei",18,15,319
134163,134163,1117682,DocHol,2019-05-27T00:13:42.000Z,time...,25,112,81
134538,134538,116434,dem_apples,2016-12-10T16:46:20.000Z,"""censorship is the tool of those who have the need to hide actualities from themselves and from others."" - charles bukowskitwitter is a disgusting application and needs to be shut down!",55,16,670
134570,134570,102015,Kal-El,2016-12-04T11:33:46.000Z,"join the boycott to save our country ------ usa is in a big mess, time to wake up, get active, support and defend traditional usa from the white genocide agenda of the globalists. has to be done with brains by cancelling all msm products - cancel all your cable/streaming tv services now. boycott apple-disney-google",92,53,838
134680,134680,1115230,JillGrow,2019-05-23T18:09:41.000Z,been alone so long it's hard to believe there are others who can see it too. no conspiracy theory; conspiracy fact. #wwg1wga,201,141,3467
134831,134831,1121958,Uninverted,2019-06-02T00:28:51.000Z,staying right-side up in an upside-down world.,3,16,13
135662,135662,11517,EuroRaver,2016-09-10T01:10:36.000Z,we live in !,667,973,625
135720,135720,1050648,Susudio,2019-03-16T23:20:34.000Z,in the body of christrev 3:10gen x,1059,29,5443
135869,135869,1111462,BoldDaddy1,2019-05-18T16:31:06.000Z,proud father of two sons & one grandson. independent with a strong love for our constitution. knuckle dragger with a decent iq.,338,350,4307
136001,136001,1093611,00Skeleton,2019-05-04T03:18:37.000Z,a deplorable since 1161,195,66,7572
136052,136052,10935,Momof5,2016-09-08T11:02:29.000Z,"""there was times when people would burn books because they didn't like what people were doing."" - michael berryman",318,160,1036
136150,136150,103770,YosemiteSam,2016-12-06T22:46:06.000Z,"usaf veteran, engineer, software developer before i retired. firearms and now ccwp holder enthusiast, backpacking and hunting. proud servant to a very demanding cocker spaniel. gab investor.",181,205,264
136364,136364,1129597,Kelamaty,2019-06-09T20:13:08.000Z,just a red pilled scotsman. you can also find me on telegram and,346,103,796
136672,136672,1120825,QAnonNewsHub,2019-05-31T14:04:05.000Z,"serving the awakened with relative news, spiritual support & sardonic commentary. asshattery ... extra bonus.gab: @qanonnewshub | gettr: @e3cents",1081,56,183
136981,136981,1130281,LPVP,2019-06-10T15:19:06.000Z,"extension to my bitchute main channel lpvp, reacting to old dr who trip through to make a donation to my give send go account? click the link right here,",255,95,3148
137391,137391,11150,warhorse_03826,2016-09-09T03:49:14.000Z,"three percenter. oathkeeper, 1st granite state irregulars. sons of stark. ""live free or die, death is not the worst of evils."" followback is not an endorsement.",2052,2203,7367
137396,137396,1028443,AintJack,2019-03-09T21:40:00.000Z,"when you were born, you cried and the world rejoiced. live your life so that when you die, the world cries and you rejoice. cherokee",819,207,30025
137476,137476,1182930,Checkpoint_Charlie,2019-07-13T20:54:43.332Z,"get some rest pam, you look tired.",163,186,1402
137714,137714,1046971,Paul_Sven,2019-03-15T08:30:02.000Z,"avid blogger and multiple online business owner. deals with crypto and affiliate marketing. hates globalists, wef, bill gates and politicians who are not serving the",73,23,1731
137749,137749,1033210,SlobbyVonFoole,2019-03-11T18:50:32.000Z,"ephesian 2:8-9i make comments about things is see on this platform. don't like my posts? then don't follow me. i hate having to block or mute people so please don't be a dick. *some of you seem to thrive on it. sorry for the typos. between my phone and i, well, let's just say we try. i'm bought by the blood. ephesians 2:8-9",314,243,7059
137827,137827,1180244,n2185x,2019-07-13T02:15:07.139Z,"truth seeker, via (as much as possible) the scientific method. i will follow evidence wherever it leads. i am utterly unafraid of arriving at any conclusion, no matter how unpopular or unpleasant, if the evidence and logic demands it. i demand rigorous consistency of evidence and argument: if it violates logic or is internally contradictory then it's invalid, period. and if the evidence is contradicted by other equally valid evidence then i will be unable to arrive at a conclusion from it.",81,14,3950
138014,138014,1016414,WakeUpEternals,2019-03-05T10:28:25.000Z,"my fellow creators.if you want to go home.you must let go of absolutely everything and return to yourself, return to innocence.meditate on what that means.the answer is within you.",60,89,18
138072,138072,11520,Arve_Sylvester,2016-09-10T01:19:54.000Z,to post all things good. woken!,1118,59,86883
138301,138301,1001952,WolfiesFineHoneyJstFine,2019-03-01T21:17:58.000Z,"now my eyes are open i cannot sleep, why? oh why? didn't i just take the blue pill?",276,30,21341
138499,138499,10153,Tankmanbrad,2016-09-06T04:53:29.000Z,"i dont do follower accepts any more.here is link to 1900+ files exposing fraudulent covid globalist agenda, free to access, end of archiving was feb 2023, im done 'helping': dropbox sux, trying box now: doesnt force u into acct just to read the files, take screenshots until proper sharecanada officially showed the world its been overrun and turned into a #dictatorship. #sanctioncanada#boycottcanadafeb.2023, canada was fkd perma",256,9,41971
138749,138749,1051973,Sulla_,2019-03-17T18:03:30.000Z,,170,72,7717
139584,139584,1130574,fog_cardinal,2019-06-10T22:04:19.000Z,i am the one.find me.,255,499,2488
139885,139885,1124746,XtremeRealityCheck,2019-06-05T23:04:25.000Z,,875,1,95
140173,140173,1059876,jph24,2019-03-22T14:57:21.000Z,,34,8,153
140569,140569,1008736,LilyDawn,2019-03-03T05:51:54.000Z,it's easier to fool people than to convince them that they have been fooled.,281,581,2971
140732,140732,1120528,heavilyarmedclown,2019-05-31T03:57:21.000Z,,57,25,163
141172,141172,107446,grego,2016-12-07T02:23:40.000Z,home sweet home.#qanon@praying-medic@sharylattkisson,4986,143,3970
141173,141173,1068728,NoFuture68,2019-03-31T12:38:28.000Z,,5,3,308
141680,141680,1150330,CrystalWind,2019-07-03T19:37:36.000Z,,20,14,14782
141704,141704,1067382,audanwill,2019-03-29T16:24:49.000Z,,40,15,414
141956,141956,113673,razed,2016-12-09T22:42:18.000Z,mainly here for news and the occasional discussion. #gabfam,114,102,204
142021,142021,1031564,Steinsburg,2019-03-11T02:34:54.000Z,,195,93,3693
142062,142062,1185706,peristeris,2019-07-14T20:22:47.607Z,,58,29,1095
142312,142312,1067198,anthonylarme,2019-03-29T11:51:15.000Z,"no to mandatory vaccines, no to immunity passports, and no to masks/lockdowns/censorship/police-state! the great awakening to abolishing globalist tyranny rather than the great reset!",17,27,9309
142404,142404,1057528,Truthisawesome,2019-03-20T18:56:14.000Z,"anti-marxist, pro-animal-rights, factory farming is just as perverted as child prostitution. if you're going to eat animals you should hunt your own or just go vegan. many of our ancestors were strict vegetarians.challenge-me.our bitchute channel is banned in half the world - rumble channel -",351,309,15915
142862,142862,1078611,JournalistEW,2019-04-12T16:21:31.000Z,"we're a journalism advocacy group, supporting all who enlighten, correct and re-educate. this profile is run by our intern jesse from",58,43,18
142967,142967,1049372,awr2,2019-03-16T06:25:19.000Z,"""let us be aware in these infant years of our beloved republic, there are those who wait to celebrate our failure. be not disheartened; this will always be so.""",26,7,2641
143481,143481,1127645,USAnon,2019-06-07T14:31:56.000Z,"we are first patriots, q's anons or us anons, a collective of digital soldier's fighting a digital warfare ""for our great nation aginst the cabal satanic group of elites! without the us the world would be a far more dark and sinister place. we are legon we can forgive but, we dont forget, expect us. were always watching, always awake, we can here you breath! wwg1wga.",1084,59,1794
143502,143502,1136453,ProfFlitwick,2019-06-17T18:47:12.000Z,,66,48,6615
143503,143503,1118319,GeorgM,2019-05-27T23:07:45.000Z,,57,1,3494
143527,143527,1111393,Akakgak,2019-05-18T14:55:16.000Z,online effluencer.reply guy. kinda troll. kinda not.,214,74,6015
143816,143816,1055319,AngryLotus,2019-03-19T07:52:29.000Z,i'm fuckin' angry!,147,23,7141
143830,143830,1093915,EnlightenedA,2019-05-04T05:55:45.000Z,"worshipper of greatest gods and goddess al-lat, al-mannat, al-uzza, zeus, venus, appollo, diana, isis, odin, ram, krishn .....my religion is to crush evil abrahmic religions and communism and i demand my freedom of religion to practice. follow me, i am better than abram, moses, jesus, mo'mad, karl marx, lenin, stalin and mao.",188,25,38561
143881,143881,107888,elzed,2016-12-07T03:34:36.000Z,a healthy distrust of elite power and executive authority or gtfo.,156,37,2974
143940,143940,1095505,Sabretooth,2019-05-05T02:45:57.000Z,,23,16,848
144169,144169,107415,TheEthicalSkeptic,2016-12-07T02:19:46.000Z,trade corporate & national infrastructure strategypostgrad systems science & engineeringus naval intelligenceceoentxethical philosophy of sciencedissident,648,2,15
144586,144586,1120865,abobakr,2019-05-31T15:15:04.000Z,,76,86,193
144635,144635,1069080,Pseudo_Nym,2019-03-31T23:31:09.000Z,"hello!i am a simple man in a world that is constantly trying to get rid of ethnically european white men. you may see a lot of content (from me) regarding that reality as i can now see it much more clearly than i could many years ago.you can find my videos on considered myself to be an evangelical christian for a time, but i'm definitely not evangelical anymore. i still generally consider myself christian, but my views have changed.",23,23,91
145423,145423,1038342,metricinthehouse,2019-03-13T00:40:53.000Z,"family, morals, freedom, truthseeker, question everything!, i like doing fun shit too !",193,146,1084
145434,145434,1013196,SimonShrimp,2019-03-04T15:36:21.000Z,friends...lend me your ears...,47,2,629
145456,145456,1030564,Qincel,2019-03-10T19:29:55.000Z,follow the white celibate rabbit #qincel,157,168,3339
